iata,latitude,longitude
TFF,-3.38294,-64.7241
BMS,-14.2554,-41.8175
BPS,-16.4386,-39.0809
BQQ,-11.0808,-43.1475
BRA,-12.0789,-45.009
BVM,-15.8717,-38.8719
CNV,-15.667,-38.9547
CRQ,-17.6523,-39.2531
FEC,-12.2003,-38.9068
GNM,-14.2082,-42.7461
IOS,-14.816,-39.0332
IPU,-14.1339,-39.7339
IRE,-11.3399,-41.847
ITE,-13.7322,-39.1417
ITN,-14.8105,-39.2904
JCM,-11.1632,-40.5531
JEQ,-13.8777,-40.0716
LAZ,-13.2621,-43.4081
LEC,-12.4823,-41.277
MVS,-18.0489,-39.8642
MXQ,-13.3866,-38.9086
PAV,-9.40088,-38.2506
PDF,-17.2967,-39.2712
SSA,-12.9086,-38.3225
TXF,-17.5245,-39.6685
UNA,-15.3552,-38.999
VAL,-13.2965,-38.9924
VDC,-14.8628,-40.8631
ARX,-4.56861,-37.8047
CMC,-2.89618,-40.858
FOR,-3.77628,-38.5326
JCS,-5.2125,-40.7047
JDO,-7.21896,-39.2701
JJD,-2.90667,-40.3581
JSB,-4.0432,-40.8861
JSO,-3.6807,-40.3403
QIG,-6.348,-39.2943
BSB,-15.8692,-47.9208
CDI,-20.8343,-41.1856
GUZ,-20.6465,-40.4919
LHN,-19.358,-40.0699
SBJ,-18.7213,-39.8337
VIX,-20.2581,-40.2864
APS,-16.3623,-48.9271
ARS,-15.8994,-52.2411
CLV,-17.7253,-48.6075
GYN,-16.632,-49.2207
ITR,-18.4447,-49.2134
JTI,-17.8299,-51.773
MQH,-13.5491,-48.1953
NQL,-14.4349,-48.4915
RVD,-17.8347,-50.9561
SQM,-13.3313,-50.1976
TLZ,-18.2168,-47.8997
APY,-9.08361,-45.9506
BDC,-5.5025,-45.2158
BRB,-2.75663,-42.8057
BSS,-7.52603,-46.0533
CLN,-7.32044,-47.4587
CPU,-1.82111,-44.8669
CTP,-1.25028,-46.0172
GMS,-2.10944,-44.6511
IMP,-5.53129,-47.46
PDR,-5.3098,-44.481
PHI,-2.48361,-45.0672
SLZ,-2.58536,-44.2341
BYO,-21.2473,-56.4525
CGR,-20.4687,-54.6725
CMG,-19.0119,-57.6714
CSS,-19.1464,-51.6853
DOU,-22.2019,-54.9266
PBB,-19.6512,-51.1994
PMG,-22.5496,-55.7026
TJL,-20.7542,-51.6842
AFL,-9.86639,-56.105
AIR,-10.1883,-59.4573
AZL,-13.4655,-58.8669
BPG,-15.8613,-52.3889
CCX,-16.0436,-57.6299
CFO,-10.6344,-51.5636
CGB,-15.6529,-56.1167
CQA,-13.5744,-52.2706
DMT,-14.3769,-56.4004
GGB,-14.0194,-52.1522
JIA,-11.4194,-58.7017
JRN,-10.3058,-58.4894
JUA,-11.2966,-57.5495
LCB,-15.1934,-59.3848
LVR,-13.0379,-55.9502
MBK,-10.1703,-54.9528
MTG,-14.9942,-59.9458
NOK,-14.6983,-52.3464
OPS,-11.885,-55.5861
OTT,-9.89861,-58.5819
PBV,-11.5404,-57.3782
PBX,-10.8611,-51.685
ROO,-16.586,-54.7248
SMT,-12.4795,-55.6763
STZ,-10.4647,-50.5186
SWM,-11.6717,-51.4347
SXO,-11.6324,-50.6896
TGQ,-14.662,-57.4435
VLP,-9.97944,-51.1422
AAX,-19.5632,-46.9604
AMJ,-16.1839,-40.6672
CNF,-19.6336,-43.9686
DIQ,-20.1807,-44.8709
DTI,-18.232,-43.6504
ESI,-14.9337,-42.81
GVR,-18.8952,-41.9822
IAL,-16.2085,-42.3225
IPN,-19.4707,-42.4876
ITI,-8.7,-51.1742
IZA,-21.5131,-43.1731
JDF,-21.7915,-43.3868
JDR,-21.085,-44.2247
JMA,-20.2643,-42.1828
JNA,-15.4738,-44.3855
LEP,-21.4661,-42.727
MOC,-16.7069,-43.8189
NNU,-17.8233,-40.3299
PIV,-17.3169,-44.8603
POJ,-18.6728,-46.4912
POO,-21.843,-46.5679
PPY,-22.2892,-45.9191
PSW,-20.7322,-46.6618
PYT,-17.2416,-46.8859
SSO,-22.0909,-45.0445
TFL,-17.8923,-41.5136
UBA,-19.7647,-47.9661
UDI,-18.8836,-48.2253
VAG,-21.5901,-45.4733
ALT,-1.917,-54.7231
ATM,-3.25391,-52.254
BEL,-1.37925,-48.4763
BVS,-1.63653,-50.4436
CDJ,-8.34835,-49.3015
CKS,-6.11528,-50.0014
CMP,-9.31997,-50.3285
CMT,-2.2468,-49.56
GGF,-1.47917,-52.5781
ITB,-4.24234,-56.0007
JCR,-6.23316,-57.7769
JPE,-3.0189,-47.321
MAB,-5.36859,-49.138
MEU,-0.889839,-52.6022
MTE,-1.9958,-54.0742
NPR,-7.12583,-55.4008
OBI,-1.86717,-55.5144
OIA,-6.7631,-51.0499
OPP,-0.6942,-47.3281
ORX,-1.71408,-55.8362
PTQ,-1.74145,-52.2361
RDC,-8.03329,-49.9799
SFK,-0.699431,-48.521
STM,-2.42472,-54.7858
SXX,-6.6413,-51.9523
TMT,-1.4896,-56.3968
TUZ,-6.7488,-51.1478
XIG,-7.0906,-49.9765
CJZ,-6.8813,-38.6182
CPV,-7.26992,-35.8964
JPA,-7.14583,-34.9486
JPO,-7.0373,-37.2517
AAG,-24.1039,-49.7891
APU,-23.6095,-51.3845
APX,-23.3529,-51.4917
BFH,-25.4051,-49.232
CAC,-25.0003,-53.5008
CBW,-24.0092,-52.3568
CKO,-23.1525,-50.6025
CWB,-25.5285,-49.1758
FBE,-26.0592,-53.0635
GGH,-23.6914,-52.6422
GGJ,-24.0797,-54.1881
GPB,-25.3875,-51.5202
IGU,-25.6003,-54.485
LDB,-23.3336,-51.1301
MGF,-23.4761,-52.0162
PGZ,-25.1847,-50.1441
PNG,-25.5401,-48.5312
PTO,-26.2172,-52.6945
PVI,-23.0899,-52.4885
TEC,-24.3178,-50.6516
TOW,-24.6863,-53.6975
TUR,-3.78601,-49.7203
UMU,-23.7987,-53.3138
CAU,-8.28239,-36.0135
FEN,-3.85493,-32.4233
JAW,-7.5854,-40.5352
PNZ,-9.36241,-40.5691
QGP,-8.8381,-36.4696
REC,-8.12649,-34.9236
SET,-8.0619,-38.324
FLB,-6.84639,-43.0773
GDP,-6.78222,-43.5822
NSR,-9.0807,-42.6429
PCS,-7.06206,-41.5237
PHB,-2.89375,-41.732
THE,-5.05994,-42.8235
MVF,-5.20192,-37.3643
NAT,-5.76806,-35.3761
ALQ,-29.8127,-55.8934
BGV,-29.1483,-51.5364
BGX,-31.3905,-54.1122
CEL,-29.3706,-50.8322
CSU,-29.6841,-52.4122
CTQ,-33.5022,-53.3442
CXJ,-29.1971,-51.1875
CZB,-28.6578,-53.6106
ERM,-27.6619,-52.2683
GEL,-28.2817,-54.1691
HRZ,-27.6383,-54.3391
IJU,-28.3687,-53.8466
ITQ,-29.1731,-56.5367
LVB,-13.6506,-41.8339
PET,-31.7184,-52.3277
PFB,-28.244,-52.3266
POA,-29.9944,-51.1714
QNS,-29.9406,-51.1509
RIA,-29.7114,-53.6882
RIG,-32.0817,-52.1633
SQY,-31.3833,-52.0328
SRA,-27.9067,-54.5204
TSQ,-29.4149,-49.81
URG,-29.7822,-57.0382
BZC,-22.7709,-41.9631
CAW,-21.6983,-41.3017
CFB,-22.9217,-42.0743
GIG,-22.81,-43.2506
ITP,-21.2193,-41.8759
MEA,-22.343,-41.766
REZ,-22.4785,-44.4803
RRJ,-22.9878,-43.3702
SDU,-22.9103,-43.1655
AQM,-10.1781,-62.8256
BVH,-12.6944,-60.0983
CQS,-12.4211,-64.2516
GJM,-10.7864,-65.2848
JPR,-10.8708,-61.8465
OAL,-11.496,-61.4508
PBQ,-11.6416,-61.1791
PVH,-8.70929,-63.9023
BVB,2.84139,-60.6922
AXE,-26.8756,-52.3731
BNU,-26.8306,-49.0903
CCI,-27.1806,-52.0527
CCM,-28.7244,-49.4214
CFC,-26.7884,-50.9398
EEA,-27.6286,-50.3508
FLN,-27.6703,-48.5525
JCB,-27.1714,-51.5533
JJG,-28.6753,-49.0596
JOI,-26.2245,-48.7974
LAJ,-27.7821,-50.2815
LOI,-27.16,-49.5425
NVT,-26.88,-48.6514
SQX,-26.7816,-53.5035
UVI,-26.2317,-51.0689
VIA,-26.9997,-51.1419
XAP,-27.1342,-52.6566
AIF,-22.64,-50.4531
AQA,-21.812,-48.133
ARU,-21.1413,-50.4247
BAT,-20.5845,-48.5941
BAU,-22.3436,-49.0539
BJP,-22.9792,-46.5375
CGH,-23.6282,-46.6572
CPQ,-22.8592,-47.1081
FRC,-20.5922,-47.3829
GUJ,-22.7916,-45.2048
GRU,-23.4322,-46.4692
JLS,-20.293,-50.5464
JTC,-22.1669,-49.0503
LIP,-21.664,-49.7305
MII,-22.1969,-49.9264
OUS,-22.9665,-49.9133
PPB,-22.1751,-51.4246
QSC,-21.8754,-47.9037
RAO,-21.1364,-47.7767
SFV,-20.183,-50.917
SJK,-23.2292,-45.8615
SJP,-20.8166,-49.4065
SOD,-23.478,-47.49
SSZ,-23.9281,-46.2997
UBT,-23.4411,-45.0756
URB,-20.7771,-51.5648
VCP,-23.0081,-47.1344
VOT,-20.4632,-50.0045
AJU,-10.984,-37.0703
AAI,-13.0252,-46.8841
AUX,-7.22787,-48.2405
DNO,-11.5954,-46.8467
GRP,-11.7396,-49.1322
IDO,-11.5723,-50.6662
NTM,-9.5669,-48.3919
PMW,-10.2915,-48.357
PNB,-10.7194,-48.3997
AXP,22.4418,-73.9709
GHC,25.7383,-77.8401
BIM,25.6999,-79.2647
NSB,25.767,-79.25
TBI,24.3153,-75.4523
ASD,24.6979,-77.7956
CCZ,25.4171,-77.8809
MAY,24.2877,-77.6846
SAQ,25.0538,-78.049
CXY,25.5546,-79.2752
WKR,27.2667,-78.3997
FPO,26.5587,-78.6956
GGT,23.5626,-75.878
NMC,24.5943,-76.8202
TYM,24.1691,-76.4391
ELH,25.4749,-76.6835
MHH,26.5114,-77.0835
TCB,26.7453,-77.3913
IGA,20.975,-73.6669
CRI,22.7456,-74.1824
DCT,22.1818,-75.7295
LGI,23.179,-75.0936
PWN,22.8297,-74.3461
SML,23.5823,-75.2686
MYG,22.3795,-73.0135
NAS,25.039,-77.4662
RCY,23.6844,-74.8362
ZSA,24.0633,-74.524
TZN,24.1589,-77.5897
ATC,24.6294,-75.6738
GHB,25.2847,-76.331
RSD,24.8951,-76.1769
WTD,26.6853,-78.975
BUT,27.5622,90.7471
PBH,27.4032,89.4246
GLU,26.8846,90.4641
YON,27.2564,91.5145
ORP,-21.2667,25.3167
PKW,-22.0583,27.8288
SXN,-20.5534,26.1158
TLD,-22.1892,29.1269
BBK,-17.8329,25.1624
GNZ,-21.6925,21.6581
HUK,-23.9897,21.7581
TBY,-26.0333,22.4
FRW,-21.1596,27.4745
KHW,-19.15,23.783
MUB,-19.9726,23.4311
SVT,-18.5206,24.0767
SWX,-18.3739,21.8326
GBE,-24.5552,25.9182
LOQ,-25.1981,25.7139
JWA,-24.6023,24.691
BQT,52.1083,23.8981
GME,52.527,31.0167
GNA,53.602,24.0538
MVQ,53.9549,30.0951
MHP,53.8645,27.5397
MSQ,53.8825,28.0307
VTB,55.1265,30.3496
BZE,17.5391,-88.3082
CUK,17.7347,-88.0325
CYC,17.7008,-88.0411
SPR,17.9139,-87.9711
TZA,17.5164,-88.1944
BCV,17.2696,-88.7765
CYD,17.1049,-89.1011
MZE,17.2785,-89.0238
SQS,17.1859,-89.0098
CZH,18.3822,-88.4119
SJX,18.3561,-88.1308
ORZ,18.0468,-88.5839
BGK,16.5194,-88.4079
DGA,16.9825,-88.231
INB,16.5345,-88.4413
MDB,17.0043,-88.3042
PLJ,16.537,-88.3615
SVK,16.7253,-88.34
PND,16.1024,-88.8083
HZP,57.3817,-111.701
JHL,57.2239,-111.419
NML,57.0556,-111.574
TIL,51.0575,-113.624
WPC,49.5206,-113.997
YBA,51.2073,-115.542
YBY,54.3042,-110.744
YCT,52.075,-111.445
YDC,53.2658,-114.96
YEG,53.31,-113.579
YET,53.5789,-116.465
YFI,57.2758,-110.977
YGC,53.9169,-118.874
YJA,52.9967,-118.059
YJP,53.3192,-117.753
YLB,54.7703,-112.032
YLL,53.3092,-110.073
YMM,56.6533,-111.222
YOD,54.405,-110.279
YOE,55.7094,-117.094
YOJ,58.6214,-117.165
YOP,58.4914,-119.408
YPE,56.2269,-117.447
YPY,58.7672,-111.117
YQF,52.1822,-113.894
YQL,49.6303,-112.8
YQU,55.1797,-118.885
YRM,52.4297,-114.904
YSD,50.2667,-111.183
YVG,53.3558,-110.824
YXH,50.0189,-110.721
YYC,51.1139,-114.02
YYM,49.6364,-114.094
YZH,55.2931,-114.777
YZU,54.1439,-115.787
ZFW,56.0814,-118.435
ZHP,55.3936,-116.475
CFQ,49.0369,-116.498
CJH,51.6261,-124.142
CXH,49.2944,-123.111
DGF,50.1655,-120.171
DUQ,48.7545,-123.71
QBC,52.3875,-126.596
SYF,49.15,-123.696
TUX,55.025,-120.935
WPL,49.8833,-124.533
XBB,49.794,-124.621
XQU,49.3372,-124.394
YAA,52.4525,-125.303
YAJ,48.7952,-123.182
YAL,50.5822,-126.916
YAQ,48.8167,-123.608
YAV,48.8667,-123.3
YAZ,49.0798,-125.776
YBF,48.8333,-125.133
YBH,50.9179,-127.937
YBL,49.9508,-125.271
YBO,56.9667,-130.25
YBQ,48.97,-123.664
YBW,48.75,-123.233
YCA,49.6794,-124.982
YCD,49.055,-123.87
YCF,50.063,-124.93
YCG,49.2964,-117.632
YCQ,55.6872,-121.627
YCW,49.1528,-121.939
YCZ,50.3303,-115.873
YDL,58.4222,-130.032
YDQ,55.7423,-120.183
YDT,49.0742,-123.012
YGB,49.6942,-124.518
YGE,50.0994,-125.023
YGG,48.8545,-123.497
YGN,50.839,-126.775
YHC,51.733,-128.117
YHE,49.3683,-121.498
YHH,50.05,-125.25
YHS,49.4606,-123.719
YIG,50.3923,-125.137
YKA,50.7022,-120.444
YKK,53.8,-130.433
YKT,52.6076,-128.522
YLW,49.9561,-119.378
YLY,49.1008,-122.631
YMB,50.1228,-120.747
YMF,48.817,-123.2
YMP,50.5756,-127.029
YMU,50.0667,-124.983
YNH,56.0356,-121.976
YPB,49.3219,-124.931
YPI,54.5667,-130.433
YPR,54.2861,-130.445
YPT,49.6238,-124.025
YPW,49.8342,-124.5
YPZ,54.3764,-125.951
YQJ,50.065,-125.235
YQQ,49.7108,-124.887
YQZ,53.0261,-122.51
YRC,50.1234,-124.843
YRD,52.8237,-126.965
YRN,51.684,-127.264
YRR,50.4094,-125.132
YRV,50.9667,-118.183
YSE,49.7817,-123.162
YSN,50.6828,-119.229
YSX,52.15,-128.083
YTB,53.4167,-129.25
YTG,50.8854,-126.831
YTP,49.155,-125.91
YTU,52.7631,-132.04
YTX,57.9167,-131.117
YVE,50.2481,-119.331
YVR,49.1939,-123.184
YWH,48.425,-123.389
YWL,52.1831,-122.054
YWS,50.1436,-122.949
YXC,49.6108,-115.782
YXJ,56.2381,-120.74
YXS,53.8894,-122.679
YXT,54.4685,-128.576
YXX,49.0253,-122.361
YYD,54.8247,-127.183
YYE,58.8364,-122.597
YYF,49.4631,-119.602
YYJ,48.6469,-123.426
YZA,50.7753,-121.321
YZP,53.2543,-131.814
YZT,50.6806,-127.367
YZZ,49.0556,-117.609
ZAA,55.4667,-129.483
ZEL,52.185,-128.157
ZGF,49.0156,-118.431
ZMH,51.7361,-121.333
ZMT,54.0275,-132.125
ZNA,49.1833,-123.95
ZNU,51.8628,-127.869
ZOF,52.3667,-127.717
ZQS,53.267,-132.083
ZST,55.9354,-129.982
ZSW,54.3333,-130.283
ZTS,49.9167,-126.667
ILF,56.0614,-95.6139
KES,56.0375,-96.5097
LRQ,56.2486,-101.304
PIW,55.5889,-97.1642
XGL,56.3,-100.5
XLB,58.6175,-101.469
XPK,55.7492,-101.266
XPP,52.9965,-97.2742
XSI,56.7928,-98.9072
XTL,58.7061,-98.5122
YAD,53.7063,-100.344
YBR,49.91,-99.9519
YBT,57.8894,-101.679
YBV,52.3589,-97.0183
YCR,54.6106,-97.7608
YDN,51.1008,-100.052
YDV,51.7846,-96.6923
YFO,54.6781,-101.682
YGM,50.6281,-97.0433
YGO,54.5589,-94.4914
YGX,56.3575,-94.7106
YIV,53.8572,-94.6536
YKE,54.9153,-94.7981
YLR,56.5133,-99.9853
YNE,53.9583,-97.8442
YOH,54.9333,-95.2789
YPG,49.9031,-98.2738
YQD,53.9714,-101.091
YRS,54.1672,-93.5572
YST,53.8456,-94.8519
YTD,55.3189,-97.7078
YTH,55.8011,-97.8642
YWG,49.91,-97.2399
YYI,50.0101,-100.314
YYL,56.8639,-101.076
YYQ,58.7392,-94.065
ZAC,56.0894,-96.0892
ZGI,54.8397,-94.0786
ZGR,52.0456,-95.4658
ZJG,54.5189,-98.0461
ZJN,52.1206,-101.236
ZTM,55.8656,-92.0814
YCH,47.0078,-65.4492
YCL,47.9908,-66.3303
YFC,45.8689,-66.5372
YQM,46.1122,-64.6786
YSJ,45.3161,-65.8903
YSL,47.1575,-67.8347
ZBF,47.6297,-65.7389
YAY,51.3919,-56.0831
YBI,53.4694,-55.785
YDE,53.43,-57.2333
YDF,49.2108,-57.3914
YDP,56.5492,-61.6803
YFX,52.3728,-55.6739
YHA,52.5281,-56.2861
YHG,52.7655,-56.1182
YHO,55.4483,-60.2286
YJT,48.5442,-58.55
YMH,52.3028,-55.8472
YMN,55.0769,-59.1864
YNP,55.9139,-61.1844
YQX,48.9369,-54.5681
YRF,53.6828,-57.0419
YRG,54.1797,-58.4575
YSO,54.9105,-59.7851
YWK,52.9219,-66.8644
YWM,52.5669,-55.7847
YYR,53.3192,-60.4258
YYT,47.6186,-52.7519
ZUM,53.5619,-64.1064
DAS,66.7031,-119.707
DVK,64.5114,-110.289
GHK,63.4265,-109.193
GSL,62.5981,-111.543
LAK,68.2233,-135.006
TNS,61.9569,-128.203
YCK,67.02,-126.126
YDU,60.2919,-102.502
YDW,60.3164,-103.129
YEV,68.3042,-133.483
YFJ,64.1908,-114.077
YFL,62.7,-109.167
YFR,61.1808,-113.69
YFS,61.7602,-121.237
YGH,66.2408,-128.651
YHI,70.7628,-117.806
YHY,60.8397,-115.783
YJF,60.2358,-123.469
YLE,63.1317,-117.246
YMD,76.2392,-119.322
YNX,63.5936,-110.906
YOA,64.6989,-110.615
YPC,69.3608,-124.075
YRA,64.1161,-117.31
YSG,62.4183,-110.682
YSM,60.0203,-111.962
YSY,71.9939,-125.243
YUB,69.4333,-133.026
YVQ,65.2816,-126.798
YWJ,65.2111,-123.436
YWY,63.2094,-123.437
YZF,62.4628,-114.44
ZFM,67.4075,-134.861
ZFN,64.9097,-125.573
YDG,44.5458,-65.7854
YHZ,44.8808,-63.5086
YPS,45.6567,-61.3681
YQI,43.8269,-66.0881
YQY,46.1614,-60.0478
YSA,43.9303,-59.9603
YZX,44.9844,-64.9169
JOJ,68.1253,-106.585
UZM,68.156,-106.618
YAB,73.0058,-85.0425
YBB,68.5344,-89.8081
YBK,64.2989,-96.0778
YCB,69.1081,-105.138
YCO,67.8167,-115.144
YCS,63.3469,-90.7311
YCY,70.4861,-68.5167
YEK,61.0942,-94.0708
YEU,79.9947,-85.8142
YFB,63.7564,-68.5558
YGT,69.3647,-81.8161
YGZ,76.4261,-82.9092
YHK,68.6356,-95.8497
YIO,72.6833,-77.9667
YLC,62.85,-69.8833
YLT,82.5178,-62.2806
YMV,71.3242,-79.3569
YRB,74.7169,-94.9694
YRT,62.8114,-92.1158
YSK,56.5378,-79.2467
YTE,64.23,-76.5267
YUT,66.5214,-86.2247
YUX,68.7761,-81.2425
YVM,67.5458,-64.0314
YVN,66.593,-61.5776
YXN,62.24,-92.5981
YXP,66.145,-65.7136
YYH,69.5467,-93.5767
YZS,64.1933,-83.3594
KEW,52.9911,-92.8364
KIF,53.0125,-89.8553
MSA,53.4414,-91.7628
SUR,52.7086,-88.5419
WNN,52.8939,-89.2892
XBE,53.9656,-91.0272
XBR,44.6394,-75.7503
XCM,42.3064,-82.0819
XKS,53.5247,-88.6428
YAC,51.7272,-91.8244
YAG,48.6542,-93.4397
YAM,46.485,-84.5094
YAT,52.9275,-82.4319
YAX,53.8492,-89.5794
YBS,52.6067,-90.3769
YCC,45.0928,-74.5633
YCE,43.2856,-81.5083
YCM,43.1917,-79.1717
YCN,49.1056,-81.0136
YEB,46.4203,-84.0922
YEL,46.3514,-82.5614
YEM,45.8428,-81.8581
YER,56.0189,-87.6761
YFA,52.2014,-81.6969
YFH,51.5619,-87.9078
YGK,44.2253,-76.5969
YGQ,49.7783,-86.9394
YHD,49.8317,-92.7442
YHF,49.7142,-83.6861
YHM,43.1736,-79.935
YHN,49.1931,-84.7589
YHP,52.1133,-94.2556
YIB,48.7739,-91.6386
YKD,44.2014,-81.6067
YKF,43.4558,-80.3858
YKX,48.2103,-79.9814
YLD,47.82,-83.3467
YLH,52.1956,-87.9342
YLK,44.4853,-79.5556
YMG,49.0839,-85.8606
YMO,51.2911,-80.6078
YNO,52.49,-92.9711
YOG,51.6586,-85.9017
YOO,43.9228,-78.895
YOS,44.5903,-80.8375
YOW,45.3225,-75.6692
YPD,45.2575,-79.8297
YPL,51.4464,-90.2142
YPM,51.8197,-93.9733
YPO,54.9881,-85.4433
YPQ,44.23,-78.3633
YQA,44.9747,-79.3033
YQG,42.2756,-82.9556
YQK,49.7883,-94.3631
YQN,50.1828,-86.6964
YQS,42.77,-81.1108
YQT,48.3719,-89.3239
YRL,51.0669,-93.7931
YRO,45.4603,-75.6461
YSB,46.625,-80.7989
YSH,44.9458,-75.9406
YSI,45.1733,-80.1375
YSP,48.7553,-86.3444
YTA,45.8644,-77.2517
YTL,53.8178,-89.8969
YTR,44.1189,-77.5281
YTS,48.5697,-81.3767
YTZ,43.6285,-79.396
YVV,44.7458,-81.1072
YVZ,52.6558,-94.0614
YWA,45.9522,-77.3192
YWP,52.9594,-87.3749
YWR,48.6269,-85.2233
YXL,50.1139,-91.9053
YXR,47.6974,-79.8473
YXU,43.0356,-81.1539
YXZ,47.9667,-84.7867
YYB,46.3636,-79.4228
YYU,49.4139,-82.4675
YYW,50.2903,-88.9097
YYZ,43.6797,-79.6227
YZE,45.8853,-82.5678
YZR,42.9994,-82.3089
ZKE,52.2825,-81.6778
ZPB,53.8911,-92.1964
ZRJ,52.9436,-91.3128
ZSJ,53.0642,-93.3444
ZUC,49.4297,-91.7178
YSU,46.4406,-63.8336
YYG,46.29,-63.1211
AKV,60.8186,-78.1486
SSQ,48.9172,-79.1786
XGR,58.7114,-65.9928
YAH,53.7547,-73.6753
YAR,53.5717,-76.1964
YAU,61.6622,-73.3214
YBC,49.1325,-68.2044
YBG,48.3306,-70.9964
YBJ,50.2838,-62.8063
YBX,51.4436,-57.1853
YDO,48.7785,-72.375
YEY,48.5639,-78.2497
YFE,48.7461,-69.0972
YFG,54.5539,-71.1733
YGL,53.6253,-77.7042
YGP,48.7753,-64.4786
YGR,47.4247,-61.7781
YGV,50.2819,-63.6114
YGW,55.2819,-77.7653
YHR,50.4689,-59.6367
YHU,45.5142,-73.4098
YIF,51.2117,-58.6583
YIK,62.4173,-77.9253
YJN,45.2944,-73.2811
YKG,60.0272,-69.9992
YKL,54.8053,-66.8053
YKQ,51.4733,-78.7583
YKU,53.8056,-78.9169
YLP,50.2869,-64.1528
YLQ,47.4097,-72.7889
YLS,49.0303,-77.0172
YME,48.8569,-67.4533
YML,47.5975,-70.2239
YMT,49.7719,-74.5281
YMW,46.2728,-75.9906
YMX,45.6702,-74.0324
YNA,50.19,-61.7892
YNC,53.0106,-78.8311
YND,45.5217,-75.5636
YNM,49.7617,-77.8028
YNS,51.6911,-76.1356
YOI,52.2219,-76.6119
YPH,58.4719,-78.0769
YPJ,59.2967,-69.5997
YPN,49.8364,-64.2886
YPX,60.0506,-77.2869
YQB,46.7911,-71.3933
YQC,61.0464,-69.6178
YRI,47.7644,-69.5847
YRJ,48.52,-72.2656
YRQ,46.3528,-72.6794
YSC,45.4386,-71.6914
YTF,48.5089,-71.6419
YTM,46.4094,-74.78
YTQ,58.6678,-69.9558
YUD,56.5361,-76.5183
YUL,45.4657,-73.7455
YUY,48.2061,-78.8356
YVB,48.0711,-65.4603
YVO,48.0533,-77.7828
YVP,58.0961,-68.4269
YWB,61.5886,-71.9294
YWQ,49.9434,-71.138
YXK,48.4781,-68.4969
YYY,48.6086,-68.2081
YZG,62.1794,-75.6672
YZV,50.2233,-66.2656
ZBM,45.2908,-72.7414
ZEM,52.2264,-78.5225
ZGS,50.2597,-60.6794
ZKG,50.1958,-61.2658
ZLT,50.8308,-58.9756
ZTB,50.6744,-59.3836
XCL,58.3911,-109.516
YBE,59.5614,-108.481
YDJ,58.6625,-103.538
YEN,49.2103,-102.966
YHB,52.8167,-102.311
YKC,58.2361,-103.678
YKJ,57.2561,-105.618
YKY,51.5175,-109.181
YLJ,54.1253,-108.523
YMJ,50.3303,-105.559
YNL,58.2767,-104.082
YPA,53.2142,-105.673
YQR,50.4319,-104.666
YQV,51.2647,-102.462
YQW,52.7692,-108.244
YSF,59.2503,-105.841
YTT,52.8367,-104.067
YVC,55.1514,-105.262
YVT,55.8419,-108.418
YXE,52.1708,-106.7
YYN,50.2919,-107.691
ZFD,59.3344,-107.182
ZPO,55.5281,-106.582
ZWL,58.1069,-103.172
XMP,63.1811,-130.202
XRR,61.9706,-132.423
YDA,64.0431,-139.128
YDB,61.3711,-139.041
YHT,60.7892,-137.546
YLM,64.4755,-140.742
YMA,63.6164,-135.868
YOC,67.5706,-139.839
YQH,60.1164,-128.822
YXQ,62.4103,-140.867
YXY,60.7096,-135.067
YZW,60.1728,-132.743
ZFA,62.2075,-133.376
CCK,-12.1886,96.8306
BZU,2.81835,24.7937
BDT,4.25321,20.9753
BSU,1.22472,19.7889
MDK,0.0226,18.2887
FBM,-11.5913,27.5309
KAP,-8.35,22.583
KEC,-10.35,28.633
KIL,-9.2886,28.3269
KNM,-7.583,24.15
PWO,-8.467,28.883
BUX,1.56572,30.2208
GDJ,-6.733,23.95
KBN,-6.133,24.483
LBO,-4.96167,23.3783
LJA,-3.417,23.45
MJM,-6.12124,23.569
BAN,-4.3158,20.4149
KGA,-5.90005,22.4692
LZA,-7.183,22.4
MEW,-4.85,21.55
PFR,-4.32992,20.5901
TSH,-6.43833,20.7947
FIH,-4.38575,15.4446
NLO,-4.32666,15.3275
BOA,-5.854,13.064
LZI,-4.95,14.133
MAT,-5.79961,13.4404
MNB,-5.93086,12.3518
NKL,-5.421,14.8169
KWZ,-10.7659,25.5057
FDU,-3.31132,17.3817
IDF,-5.0,19.6
INO,-1.94722,18.2858
KGN,-4.533,26.617
KKW,-5.03577,18.7856
KRZ,-1.435,19.024
LUS,-4.8,18.717
MSM,-4.783,17.85
NIO,-2.7175,17.6847
KLY,-2.578,26.734
KND,-2.91918,25.9154
PUN,-1.367,26.333
BMB,2.18278,22.4817
LIQ,2.17066,21.4969
BNC,0.575,29.4739
GOM,-1.67081,29.2385
IRP,2.82761,27.5883
RUE,0.117142,29.313
KLI,4.15764,21.6509
IKL,-1.04811,23.3725
BKY,-2.30898,28.8088
GMA,3.23537,19.7713
LIE,3.633,18.633
BDV,-7.067,29.783
FMI,-5.87556,29.25
KBO,-6.083,26.917
KOO,-5.39444,26.99
MNO,-7.28889,27.3944
FKI,0.481639,25.338
YAN,0.783,24.467
BNB,-0.217,20.85
GDA,9.3167,21.185
KOL,8.4965,21.2565
NDL,8.42721,20.6352
BGF,4.39848,18.5188
IMO,5.05,25.15
MKI,5.33301,25.9319
AIG,6.52,23.26
BIV,6.52778,21.9894
KWD,-1.95,124.967
ODA,8.01056,22.3986
BBT,4.22158,15.7864
CRF,4.937,15.894
BGU,4.785,22.781
